Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-balance.json.faq_9dWP4g.item_T7jRAK.title:1tpaawpw80dlk,pt-PT,,,How should RESHAPE Balance be stored?,Como o RESHAPE Balance deve ser armazenado?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-balance.json.faq_9dWP4g.item_T7jRAK.content:21jx6akx87qtt,pt-PT,,,"<p>Store in a cool, dry place, away from direct sunlight. Keep the lid tightly closed, keep out of reach of children, and do not use if the safety seal is damaged or missing.</p>","<p>Armazene em local fresco e seco, longe da luz solar direta. Mantenha a tampa bem fechada, fora do alcance das crianças, e não utilize se o selo de segurança estiver danificado ou ausente.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-balance.json.related-products.title:1qerz4mnifzqa,pt-PT,,,You may also like,Você também pode gostar
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.main.offer_kY6zqJ.title:1b8fhrs3r6ysr,pt-PT,,,Add 3 or more GUMMIES to the cart to unlock a 10% discount.,Adicione 3 ou mais GUMMIES ao carrinho para desbloquear um desconto de 10%.
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.main.associated_products_F48UEC.title:6qmxnc9jgapk,pt-PT,,,Unlock the full potential of RESHAPE with the complete Bundle:,Descubra todo o potencial do RESHAPE com o bundle completo:
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.main.collapsible_text_nYbx96.title:fts02i2nl4ze,pt-PT,,,Benefits,Benefícios
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.main.collapsible_text_nYbx96.content:3tiijgesbu3sj,pt-PT,,,"<p><strong>Glucomannan (Konjac fiber)</strong> is a natural soluble fiber that expands in the stomach, helping increase the feeling of fullness and reduce appetite when taken before meals — supporting weight management in the context of an energy-restricted diet.*</p><p><strong>Berberine HCl</strong> is traditionally used to support metabolic wellness and normal glucose metabolism, contributing to the maintenance of healthy blood sugar levels.<br/><br/><strong>Chromium Picolinate</strong> contributes to the maintenance of normal blood glucose levels and normal macronutrient metabolism.<br/><br/><strong>Green Tea Extract (EGCG)</strong> supports the body’s natural fat metabolism while providing strong antioxidant protection to promote cellular vitality.</p><p><strong>Moro Red Orange</strong> and <strong>Morus alba extracts</strong> work synergistically to support metabolic balance and help protect the body from oxidative stress.</p><p><strong>Piperine (Black Pepper Extract)</strong> enhances nutrient absorption and bioavailability, maximizing the effectiveness of the entire formula.<br/><br/>Because well-being is about connection — not restriction. By supporting satiety, balanced metabolism, and mindful energy, <strong>RESHAPE Control</strong> helps you feel steady, nourished, and naturally aligned with your health goals.</p><p>*The beneficial effect of glucomannan is obtained with a daily intake of 3 g in three doses of 1 g each, together with 1–2 glasses of water before meals, in the context of an energy-restricted diet.<br/><br/>As this is a natural product, its color and consistency may vary from batch to batch and may look slightly different from the images shown. This variation does not affect the formulation, and its composition remains exactly the same.</p>","<p><strong>A glucomanana (fibra de konjac)</strong> é uma fibra solúvel natural que se expande no estômago, ajudando a aumentar a sensação de saciedade e a reduzir o apetite quando ingerida antes das refeições — auxiliando no controlo de peso no contexto de uma dieta com restrição calórica.</p><p><strong>A berberina HCl</strong> é tradicionalmente utilizada para apoiar o bem-estar metabólico e o metabolismo normal da glicose, contribuindo para a manutenção de níveis saudáveis de açúcar no sangue. <strong>O</strong><br/><br/><strong>picolinato de crómio</strong> contribui para a manutenção de níveis normais de glicose no sangue e do metabolismo normal dos macronutrientes. <strong>O extrato</strong><br/><br/><strong>de chá verde (EGCG)</strong> apoia o metabolismo natural das gorduras do corpo, ao mesmo tempo que proporciona uma forte proteção antioxidante para promover a vitalidade celular.</p><p><strong>Os extratos de laranja vermelha Moro</strong> e <strong>Morus alba</strong> atuam sinergicamente para apoiar o equilíbrio metabólico e ajudar a proteger o corpo do stress oxidativo.</p><p><strong>A piperina (extrato de pimenta preta)</strong> melhora a absorção de nutrientes e a biodisponibilidade, maximizando a eficácia de toda a fórmula.<br/><br/>Porque o bem-estar tem a ver com conexão — não com restrição. Ao apoiar a saciedade, o metabolismo equilibrado e a energia consciente, <strong>RESHAPE Control</strong> ajuda-o a sentir-se estável, nutrido e naturalmente alinhado com os seus objetivos de saúde.</p><p>*O efeito benéfico da glucomanana é obtido com uma ingestão diária de 3 g em três doses de 1 g cada, juntamente com 1-2 copos de água antes das refeições, no contexto de uma dieta com restrição calórica.<br/><br/>Por se tratar de um produto natural, a sua cor e consistência podem variar de lote para lote e podem parecer ligeiramente diferentes das imagens apresentadas. Esta variação não afeta a formulação, e a sua composição permanece exatamente a mesma.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.main.collapsible_text_BeLtMd.title:tr73elzonx0u,pt-PT,,,How to take,Como tomar
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.main.collapsible_text_BeLtMd.content:t4lolvq4qxif,pt-PT,,,"<p>Take 1 gummy 30 minutes before lunch and 1 gummy 30 minutes before dinner. Chew thoroughly without water, then swallow and drink 1–2 glasses of water to maximize the satiating effect of glucomannan.<br/><br/>For best results, it may be taken alongside RESHAPE SHOTS and RESHAPE BALANCE gummies.</p><p><strong>Net weight: </strong>180g<br/><strong>Serving size: </strong>2 gummies<br/><strong>Serving per container: </strong>30<br/><strong>Best before: </strong>See packaging</p>","<p>Tome 1 goma 30 minutos antes do almoço e 1 goma 30 minutos antes do jantar. Mastigue bem sem água, depois engula e beba 1 a 2 copos de água para maximizar o efeito saciante da glucomanana.<br/><br/>Para melhores resultados, pode ser tomado juntamente com RESHAPE SHOTS e RESHAPE BALANCE gomas.</p><p><strong>Peso líquido: </strong>180 g<br/><strong>Dose: </strong>2 gomas<br/><strong>Doses por embalagem: </strong>30<br/><strong>Consumir de preferência antes de: </strong>Ver embalagem</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.main.collapsible_text_jmKUzt.title:431w4j1ykjhr,pt-PT,,,Precautions,Precauções
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.main.collapsible_text_jmKUzt.content:2vp65j54vbjvq,pt-PT,,,"<p>This product is not intended to diagnose, treat, cure, or prevent any disease. Do not exceed the recommended daily intake. Pregnant or breastfeeding women, children under the age of 18, and individuals with known medical conditions should consult a healthcare professional before using this or any dietary supplement. Do not use in case of allergy or hypersensitivity to any of the ingredients. Food supplements should not be used as a substitute for a varied and balanced diet or a healthy lifestyle.</p><p><strong>Warning</strong><br/>Keep out of reach of children. Always keep the lid tightly closed. Do not use if the safety seal is damaged or missing. Store in a cool, dry place away from direct sunlight.</p>","<p>Este produto não se destina a diagnosticar, tratar, curar ou prevenir qualquer doença. Não exceda a dose diária recomendada. Mulheres grávidas ou a amamentar, crianças com menos de 18 anos e indivíduos com condições médicas conhecidas devem consultar um profissional de saúde antes de utilizar este ou qualquer outro suplemento alimentar. Não utilize em caso de alergia ou hipersensibilidade a qualquer um dos ingredientes. Os suplementos alimentares não devem ser utilizados como substituto de uma dieta variada e equilibrada ou de um estilo de vida saudável.</p><p><strong>Aviso:</strong><br/>Mantenha fora do alcance das crianças. Mantenha sempre a tampa bem fechada. Não utilize se o selo de segurança estiver danificado ou em falta. Armazene num local fresco e seco, longe da luz solar direta.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.main.collapsible_text_Ceb8cc.title:qu2pig4hqddw,pt-PT,,,Ingredients,Ingredientes
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.main.collapsible_text_Ceb8cc.content:20mvwk13lqzgt,pt-PT,,,"<p><strong>Amount per serving:</strong></p><p>• Glucomannan (konjac fiber) - 5400 mg<br/>• Berberine HCl - 900 mg<br/>• Moro red orange extract - 780 mg<br/>• Green Tea Extract (50% EGCG) - 600 mg<br/>• Morus alba extract (0.5% to 1% DNJ) - 450 mg<br/>• Piperine (black pepper extract) - 10 mg<br/>• Chromium Picolinate - 400 mcg</p><p>Other Ingredients: Glucose Syrup, Raw Cane Sugar, Pectin (gelling agent), Water, Citric Acid (acidulant), Sodium Citrate (acidity regulator), Natural Lemon and Green Tea (flavors), Natural Chlorophyllin and Curcumin (coloring agents), Carnauba Wax, Rice Powder.</p>","<p><strong>Quantidade por dose:</strong></p><p>• Glucomanano (fibra de konjac) - 5400 mg•<br/>Berberina HCl - 900 mg•<br/>Extrato de laranja vermelha Moro - 780 mg•<br/>Extrato de chá verde (50% EGCG) - 600 mg•<br/>Extrato de Morus alba (0,5% a 1% DNJ) - 450 mg•<br/>Piperina (extrato de pimenta preta) - 10 mg•<br/>Picolinato de crómio - 400 mcg</p><p>Outros ingredientes: xarope de glicose, açúcar de cana cru, pectina (agente gelificante), água, ácido cítrico (acidificante), citrato de sódio (regulador de acidez), limão natural e chá verde (aromas), clorofilina natural e curcumina (corantes), cera de carnaúba, pó de arroz.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.custom_html_tEfjRz.html:1dgba4d534klb,pt-PT,,,"<p style=""text-align: center""></p>","<p style=""text-align: center""></p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.rich_text_3cbR8p.heading_Arc9ay.text:2nm83ay6fle70,pt-PT,,,Key Ingredients,Ingredientes principais
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.rich_text_3cbR8p.richtext_JtYiLx.content:10iwdpp9fd4hy,pt-PT,,,"<p>Each ingredient is carefully selected for purity, scientific support, and functional effectiveness, working together to deliver consistent benefits.</p><p></p><ul><li>Glucomannan (Konjac fiber) – expands in the stomach to support satiety and appetite control</li><li>Berberine HCl – supports metabolic wellness and healthy glucose metabolism</li><li>Chromium Picolinate – contributes to the maintenance of normal blood glucose levels and macronutrient metabolism</li><li>Green Tea Extract (EGCG) – supports fat metabolism and provides antioxidant protection</li><li>Moro Red Orange + Morus alba – support metabolic balance and oxidative stress protection</li><li>Piperine (Black Pepper Extract) – enhances nutrient absorption and bioavailability</li></ul>","<p>Cada ingrediente é cuidadosamente selecionado pela sua pureza, comprovação científica e eficácia funcional, atuando em conjunto para proporcionar benefícios consistentes.</p><p></p><ul><li>Glucomanano (fibra de konjac) – expande-se no estômago para ajudar na saciedade e no controlo do apetite</li><li>Berberina HCl – apoia o bem-estar metabólico e o metabolismo saudável da glicose</li><li>Picolinato de crómio – contribui para a manutenção dos níveis normais de glicose no sangue e do metabolismo dos macronutrientes</li><li>Extrato de chá verde (EGCG) – apoia o metabolismo das gorduras e fornece proteção antioxidante</li><li>Laranja vermelha Moro + Morus alba – apoiam o equilíbrio metabólico e a proteção contra o stress oxidativo</li><li>Piperina (extrato de pimenta preta) – melhora a absorção de nutrientes e a biodisponibilidade</li></ul>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.media_grid_XaB7aV.image_dH4r8r.title:1txyex9cay9y5,pt-PT,,,Berberine (HCl),Berberina (HCl)
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.media_grid_XaB7aV.image_zgCagg.title:107pqebut9ndu,pt-PT,,,Moro red orange,Laranja vermelha Moro
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.media_grid_XaB7aV.image_BETnnn.title:1rfzxmezny76o,pt-PT,,,Lemon & Green Tea flavor,Sabor Limão e Chá Verde
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.media_grid_XaB7aV.image_LAYBTi.title:2i1icr594d0pi,pt-PT,,,Glucomannan (konjac fiber),Glucomanano (fibra de konjac)
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.text_with_icons_fgycmm.item_XfAzDN.title:3krg3bjknrubo,pt-PT,,,cGMP Certification,Certificação cGMP
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.text_with_icons_fgycmm.item_XfAzDN.content:20k3ydm8xyzgt,pt-PT,,,<p>Manufactured in cGMP-certified facilities to ensure consistent quality and safety standards.</p>,<p>Fabricado em instalações certificadas pela cGMP para garantir padrões consistentes de qualidade e segurança.</p>
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.text_with_icons_fgycmm.item_xB6Hhn.title:53vs07uoebwp,pt-PT,,,FDA REGISTERED,REGISTADO NA FDA
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.text_with_icons_fgycmm.item_xB6Hhn.content:2om3ctc5voz5s,pt-PT,,,"<p>Produced in a facility registered with the U.S. Food and Drug Administration, meeting applicable manufacturing requirements.</p>","<p>Produzido em instalações registadas na Administração de Alimentos e Medicamentos dos EUA, em conformidade com os requisitos de fabrico aplicáveis.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.text_with_icons_fgycmm.item_xtWEz6.title:d57epcl33cqh,pt-PT,,,Natural Flavor,Sabor natural
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.text_with_icons_fgycmm.item_xtWEz6.content:j7cmdqnuikmo,pt-PT,,,<p>Formulated using carefully selected natural flavors to deliver an authentic taste experience.</p>,<p>Formulado com sabores naturais cuidadosamente selecionados para proporcionar uma experiência de sabor autêntica.</p>
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.title:bju39fwvvd0m,pt-PT,,,Frequently Asked Questions,Perguntas frequentes
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_eTRiW8.title:15g9sevdnfpsi,pt-PT,,,What is RESHAPE Control?,O que é o RESHAPE Control?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_eTRiW8.content:d0n3vveu4b2z,pt-PT,,,"<p>RESHAPE Control is a daily gummy supplement designed to support appetite regulation, metabolic balance, and healthy blood sugar levels. It helps promote satiety and steady energy, supporting mindful and sustainable weight management.</p>","<p>RESHAPE Control é um suplemento diário em forma de goma, concebido para apoiar a regulação do apetite, o equilíbrio metabólico e níveis saudáveis de açúcar no sangue. Contribui para promover a saciedade e uma energia constante, apoiando uma gestão de peso consciente e sustentável.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_eLwgyp.title:5wml6sljqzgn,pt-PT,,,Who is RESHAPE Control for?,A quem se destina o RESHAPE Control?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_eLwgyp.content:3h8rwn9hw28ni,pt-PT,,,"<p>RESHAPE Control is intended for adults who want to support appetite control, reduce overeating, and maintain balanced energy and glucose response as part of a healthy, weight-management focused lifestyle.</p>","<p>RESHAPE Control destina-se a adultos que desejam controlar o apetite, reduzir o consumo excessivo de alimentos e manter uma resposta equilibrada em termos de energia e glicose, como parte de um estilo de vida saudável e focado na gestão do peso.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_NM8x9U.title:3tfvia9mjk660,pt-PT,,,How do I take RESHAPE Control?,Como devo tomar RESHAPE Control?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_NM8x9U.content:3phbhl7yy7qsx,pt-PT,,,"<p>Take 1 gummy 30 minutes before lunch and 1 gummy 30 minutes before dinner.<br/>Chew thoroughly, then swallow and drink 1–2 glasses of water to maximize the satiating effect of glucomannan.</p>","<p>Tome 1 goma 30 minutos antes do almoço e 1 goma 30 minutos antes do jantar.<br/>Mastigue bem, engula e beba 1 a 2 copos de água para maximizar o efeito saciante da glucomanana.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_UCNYy8.title:a7o0k3rmyk7r,pt-PT,,,How does RESHAPE Control help with appetite control?,Como o RESHAPE Control auxilia no controle do apetite?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_UCNYy8.content:1e3ofcg0r8s9q,pt-PT,,,"<p>RESHAPE Control contains glucomannan, a soluble fiber that expands in the stomach when taken with water, helping increase feelings of fullness and reduce appetite when used as part of an energy-restricted diet.</p>","<p>RESHAPE Control contém glucomanano, uma fibra solúvel que se expande no estômago quando ingerida com água, ajudando a aumentar a sensação de saciedade e a reduzir o apetite quando utilizada como parte de uma dieta com restrição calórica.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_QFAU9r.title:2sbqj2gt8szlr,pt-PT,,,Does RESHAPE Control support blood sugar balance?,O RESHAPE Control contribui para o equilíbrio do açúcar no sangue?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_QFAU9r.content:26eyc6gkfue46,pt-PT,,,"<p>Yes. RESHAPE Control includes ingredients such as chromium picolinate and berberine, which contribute to normal glucose metabolism and help support balanced blood sugar levels.</p>","<p>Sim. RESHAPE Control contém ingredientes como picolinato de crómio e berberina, que contribuem para o metabolismo normal da glicose e ajudam a manter níveis equilibrados de açúcar no sangue.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_9g6wK9.title:39vty02pgun16,pt-PT,,,When will I notice results?,Quando é que notarei os resultados?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_9g6wK9.content:3ux97tf1kulsj,pt-PT,,,"<p>Individual responses vary. Some people notice improved satiety and reduced appetite within days, while metabolic balance benefits may develop with consistent daily use.</p>","<p>As respostas individuais variam. Algumas pessoas notam uma maior saciedade e redução do apetite em poucos dias, enquanto os benefícios do equilíbrio metabólico podem desenvolver-se com o uso diário consistente.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_Ab9wLc.title:1yjmcfq5hbdh,pt-PT,,,Does RESHAPE Control contain stimulants?,O RESHAPE Control contém estimulantes?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_Ab9wLc.content:vqo9c8xyaj30,pt-PT,,,"<p>RESHAPE Control does not rely on strong stimulants. While it contains green tea extract, its role is focused on metabolic support and antioxidant activity rather than stimulation.</p>","<p>O RESHAPE Control não depende de estimulantes fortes. Embora contenha extrato de chá verde, a sua função centra-se no apoio metabólico e na atividade antioxidante, em vez da estimulação.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_aKUwEW.title:3oe9pfd9zshm5,pt-PT,,,Can I take RESHAPE Control with other RESHAPE products?,Posso tomar RESHAPE Control com outros produtos RESHAPE?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_aKUwEW.content:2xr0u9dqgor1g,pt-PT,,,"<p>Yes. For best results, RESHAPE Control can be taken alongside RESHAPE Shot and RESHAPE Balance Gummies as part of the complete RESHAPE system.</p>","<p>Sim. Para obter melhores resultados, RESHAPE Control pode ser tomado juntamente com RESHAPE Shot e RESHAPE Balance Gummies como parte do sistema completo RESHAPE.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_dVpWXW.title:3i85nid7x9765,pt-PT,,,Is RESHAPE Control safe for daily use?,O RESHAPE Control é seguro para uso diário?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_dVpWXW.content:3614c8w0lmtac,pt-PT,,,"<p>RESHAPE Control is formulated for daily use when taken as directed. Do not exceed the recommended intake. If you have a medical condition or concerns about blood sugar or digestion, consult a healthcare professional.</p>","<p>RESHAPE Control foi formulado para uso diário, quando tomado conforme as instruções. Não exceda a dose recomendada. Caso tenha alguma condição médica ou preocupações relacionadas com o açúcar no sangue ou a digestão, consulte um profissional de saúde.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_QqNdAR.title:3jwtu4tkaw9gu,pt-PT,,,Can pregnant or breastfeeding women take RESHAPE Control?,Mulheres grávidas ou a amamentar podem tomar RESHAPE Control?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_QqNdAR.content:3jemf10l8nzfr,pt-PT,,,<p>RESHAPE Control is not recommended for pregnant or breastfeeding women unless advised by a qualified healthcare professional.</p>,"<p>O RESHAPE Control não é recomendado para mulheres grávidas ou a amamentar, a menos que seja aconselhado por um profissional de saúde qualificado.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_AcFpwQ.title:3bsqhz4nmf9r9,pt-PT,,,What makes RESHAPE Control different from other appetite-control products?,O que diferencia o RESHAPE Control de outros produtos para controlo do apetite?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_AcFpwQ.content:3d178wqwip4vg,pt-PT,,,"<p>RESHAPE Control focuses on satiety, metabolic balance, and mindful regulation, combining soluble fiber, botanical extracts, and metabolic cofactors rather than aggressive restriction or stimulant-heavy formulas.</p>","<p>O RESHAPE Control concentra-se na saciedade, no equilíbrio metabólico e na regulação consciente, combinando fibra solúvel, extratos botânicos e cofatores metabólicos, em vez de restrições agressivas ou fórmulas com alto teor de estimulantes.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_WwTyYF.title:2ftp3s9c7o91h,pt-PT,,,How should RESHAPE Control be stored?,Como o RESHAPE Control deve ser armazenado?
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.faq_jDpbbH.item_WwTyYF.content:1n8o69l507ito,pt-PT,,,"<p>Store in a cool, dry place, away from direct sunlight. Always keep the lid tightly closed, keep out of reach of children, and do not use if the safety seal is damaged or missing.</p>","<p>Armazene em local fresco e seco, longe da luz solar direta. Mantenha sempre a tampa bem fechada, fora do alcance das crianças, e não utilize se o selo de segurança estiver danificado ou ausente.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-reshape-control.json.related-products.title:k03so7h3tncz,pt-PT,,,You may also like,Você também pode gostar
ONLINE_STORE_THEME,182378103170,section.product.json.main.text_cRLxeB.text:1fzjhrkim7giw,pt-PT,,,<h2><strong>RESHAPE</strong> Bundle</h2>,<h2>Bundle <strong>RESHAPE</strong></h2>
ONLINE_STORE_THEME,182378103170,section.product.json.main.associated_products_JzBJQj.title:14jw03tmafepq,pt-PT,,,Also available as a bundle with ACTYVA,Também disponível como bundle com ACTYVA
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.subheading:2eq0yb7k39naf,pt-PT,,,RESHAPE PROTOCOL,RESHAPE PROTOCOL
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.title:32usa09ifwwtn,pt-PT,,,INTELLIGENT BODY RESHAPING,REMODELAÇÃO CORPORAL INTELIGENTE
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.content:1gcwfxoftpwbm,pt-PT,,,"<p>The RESHAPE Protocol combines precision metabolic support enhanced through ACTYVA technology with targeted daily nutritional balance. By integrating the RESHAPE SHOT with two specialized gummies, it creates a synchronized system designed to support consistent and sustainable progress toward your body goals.</p>","<p>O Protocolo RESHAPE combina suporte metabólico de precisão aprimorado pela tecnologia ACTYVA com equilíbrio nutricional diário direcionado. Ao integrar o RESHAPE SHOT com duas gomas especializadas, ele cria um sistema sincronizado projetado para apoiar o progresso consistente e sustentável em direção aos seus objetivos corporais.</p>"
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.item_38fm4r.title:39xnungzgtogs,pt-PT,,,RESHAPE SHOTS,RESHAPE SHOTS
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.item_38fm4r.content:1i5joqhdtt5g5,pt-PT,,,<ul><li>Activate metabolic efficiency</li><li>Support natural fat-burning processes</li><li>Promote daily energy utilization</li><li>Support body composition goals</li></ul>,<ul><li>Ative a eficiência metabólica</li><li>Apoie os processos naturais de queima de gordura</li><li>Promova a utilização diária de energia</li><li>Apoiar os objetivos de composição corporal</li></ul>
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.item_38fm4r.link_text:333nyvrpdnzq6,pt-PT,,,Learn More,Saiba mais
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.item_GaQFRh.title:1jj7innbzl74h,pt-PT,,,RESHAPE BALANCE,RESHAPE BALANCE
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.item_GaQFRh.content:1zjgw3hr4a5qw,pt-PT,,,<ul><li>Help reduce stress-related or emotional cravings</li><li>Support emotional balance and mood stability</li><li>Promote motivation and behavioral consistency</li><li>Support mindful nutrition habits</li></ul>,<ul><li>Ajudar a reduzir os desejos relacionados com o stress ou emocionais</li><li>Apoie o equilíbrio emocional e a estabilidade do humor</li><li>Promova a motivação e a consistência comportamental</li><li>Apoie hábitos alimentares conscientes</li></ul>
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.item_GaQFRh.link_text:3gpitj306tvgz,pt-PT,,,Learn More,Saiba mais
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.item_EaHcqj.title:31v3s7m9bm0mm,pt-PT,,,RESHAPE CONTROL,RESHAPE CONTROL
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.item_EaHcqj.content:2m825w95o79pj,pt-PT,,,<ul><li>Support appetite control and satiety</li><li>Contribute to balanced blood glucose levels</li><li>Help maintain steady daily energy levels</li><li>Support metabolic balance throughout the day</li></ul>,<ul><li>Apoie o controlo do apetite e a saciedade</li><li>Contribuir para níveis equilibrados de glicose no sangue</li><li>Ajudar a manter níveis de energia diários estáveis</li><li>Apoia o equilíbrio metabólico ao longo do dia</li></ul>
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_kBfBmq.item_EaHcqj.link_text:kddk2a56nq7g,pt-PT,,,Learn More,Saiba mais
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_irWd9r.title:3q9vhrtwb2lix,pt-PT,,,A New Era Of Supplements,Uma nova era de suplementos
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_irWd9r.item_GrXq6Y.content:32zmm6djy14lu,pt-PT,,,"<p>NEXAI™ is a proprietary intelligence system that merges Artificial Intelligence with Nuno Nina's two decades of real clinical data. It analyzes anonymized data patterns from over 70,000 client profiles to identify the most effective synergies between bioactive compounds.</p>",<p>NEXAI™ é um sistema de inteligência proprietário que combina Inteligência Artificial com duas décadas de dados clínicos reais da Nuno Nina. Ele analisa padrões de dados anónimos de mais de 70.000 perfis de clientes para identificar as sinergias mais eficazes entre compostos bioativos.</p>
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_irWd9r.item_UDayhD.content:x8c0mcup2wis,pt-PT,,,"<p>At the core of CellPowerX SHOTS formulas is HydroIRX, our proprietary liquid matrix, uniquely receptive to structuring. ACTYVA emits precisely calibrated light frequencies that interact directly with this matrix, reorganizing its physicochemical structure</p>","<p>No centro das fórmulas CellPowerX SHOTS está o HydroIRX, a nossa matriz líquida patenteada, excepcionalmente receptiva à estruturação. O ACTYVA emite frequências de luz precisamente calibradas que interagem diretamente com esta matriz, reorganizando a sua estrutura físico-química.</p>"
ONLINE_STORE_THEME,182378103170,section.product.json.multi_column_irWd9r.item_nFtVc9.content:fekieukwvrwx,pt-PT,,,"<p>Developed using premium-grade ingredients selected through clinical experience, scientific validation, and functional relevance. Each formula integrates bioavailable nutrients, amino acids, and botanical extracts to support specific physiological processes through balanced synergy.</p>","<p>Desenvolvido com ingredientes de alta qualidade selecionados com base em experiência clínica, validação científica e relevância funcional. Cada fórmula integra nutrientes biodisponíveis, aminoácidos e extratos botânicos para apoiar processos fisiológicos específicos através de uma sinergia equilibrada.</p>"
