Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,182378103170,section.product.shots-recharge.json.faq_xRVz9p.item_q9A3qr.content:3vakhi7mbhnun,pt-PT,,,"<p>RECHARGE SHOTS contain phenylalanine.<br/>If you are taking any medication, consult your physician before using this product.<br/>The extract of Hypericum perforatum may interfere with the metabolism of these medicines and may even inhibit their activity.<br/>Keep out of reach of children.<br/>Once opened, consume immediately.<br/>Do not use if the safety seal is damaged or missing.</p>","<p>RECHARGE SHOTS contém fenilalanina.<br/>Se estiver a tomar algum medicamento, consulte o seu médico antes de utilizar este produto.<br/>O extrato de Hypericum perforatum pode interferir no metabolismo desses medicamentos e até mesmo inibir a sua atividade.<br/>Mantenha fora do alcance das crianças.<br/>Após aberto, consuma imediatamente.<br/>Não utilize se o selo de segurança estiver danificado ou ausente.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-recharge.json.faq_xRVz9p.item_cnApbN.title:2kfow4u45509r,pt-PT,,,How should RECHARGE be stored?,Como o RECHARGE deve ser armazenado?
ONLINE_STORE_THEME,182378103170,section.product.shots-recharge.json.faq_xRVz9p.item_cnApbN.content:z67bnjmi5ryu,pt-PT,,,"<p>Store in a cool, dry place, away from direct sunlight. Keep out of reach of children and do not use if the safety seal is damaged or missing.</p>","<p>Armazene em local fresco e seco, longe da luz solar direta. Mantenha fora do alcance das crianças e não utilize se o selo de segurança estiver danificado ou ausente.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-recharge.json.related-products.title:169mh02xuscoy,pt-PT,,,You may also like,Você também pode gostar
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.main.associated_products_kRHzgT.title:1k8jz2xoxd1k0,pt-PT,,,Pair RESET with the RHYTHM Bundle for full circadian support:,Combine o RESET com o Bundle RHYTHM para obter suporte circadiano completo:
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.main.collapsible_text_ggnnTh.title:hipf6rs6yiyl,pt-PT,,,Benefits,Benefícios
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.main.collapsible_text_ggnnTh.content:ii0aeevccfn8,pt-PT,,,"<p><strong>Magnesium</strong> contributes to the normal functioning of the nervous system and helps reduce tiredness and fatigue.<br/><br/><strong>GABA and L-Tryptophan</strong> are naturally occurring amino acids involved in neurotransmitter balance, supporting relaxation and mental calm.<br/><br/><strong>Valerian, Passionflower, Lemon Balm, and Lavender</strong> are traditionally used to promote relaxation and support healthy sleep.<br/><br/><strong>Ashwagandha extract </strong>contributes to emotional balance and helps the body adapt to stress.<br/><br/><strong>5-HTP (from Griffonia simplicifolia) </strong>is a natural serotonin precursor traditionally used to support positive mood and healthy sleep patterns.<br/><br/><strong>Vitamin B6</strong> contributes to normal psychological function and regulation of hormonal activity.<br/><br/><strong>Melatonin</strong> helps reduce the time it takes to fall asleep and contributes to the alleviation of subjective feelings of jet lag.<br/><br/><strong>Zinc</strong> supports normal cognitive function and contributes to the protection of cells from oxidative stress.</p><p>As this is a natural product, its color and consistency may vary from batch to batch and may look slightly different from the images shown. This variation does not affect the formulation, and its composition remains exactly the same.<br/><br/><strong>Serving Size:</strong>1 shot<br/><strong>Servings per container:</strong>20 shots<br/><strong>Net volume per unit:</strong>20 mL<br/><strong>Best before:</strong>See packaging.</p>","<p><strong>O magnésio</strong> contribui para o funcionamento normal do sistema nervoso e ajuda a reduzir o cansaço e a fadiga.<br/><br/><strong>O GABA e o L-triptofano</strong> são aminoácidos naturais envolvidos no equilíbrio dos neurotransmissores, promovendo o relaxamento e a calma mental.<br/><br/><strong>A valeriana, a passiflora, a erva-cidreira e a lavanda</strong> são tradicionalmente utilizadas para promover o relaxamento e apoiar um sono saudável. <strong>O</strong><br/><br/><strong>extrato de ashwagandha</strong> contribui para o equilíbrio emocional e ajuda o corpo a adaptar-se ao stress.<br/><br/><strong>O 5-HTP (da Griffonia simplicifolia) </strong>é um precursor natural da serotonina tradicionalmente utilizado para promover o bom humor e padrões de sono saudáveis.<br/><br/><strong>A vitamina B6</strong> contribui para o funcionamento psicológico normal e a regulação da atividade hormonal.<br/><br/><strong>A melatonina</strong> ajuda a reduzir o tempo que leva para adormecer e contribui para o alívio da sensação subjetiva de jet lag.<br/><br/><strong>O zinco</strong> apoia o funcionamento cognitivo normal e contribui para a proteção das células contra o stress oxidativo.</p><p>Por se tratar de um produto natural, a sua cor e consistência podem variar de lote para lote e podem parecer ligeiramente diferentes das imagens apresentadas. Esta variação não afeta a formulação, e a sua composição permanece exatamente a mesma.<br/><br/><strong>Dose:</strong> 1 dose<br/><strong>Doses por embalagem:</strong> 20 doses <strong>Volume</strong><br/><strong>líquido por unidade:</strong> 20 mL<br/><strong>Consumir de preferência antes de:</strong> Ver embalagem.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.main.collapsible_text_LqNkfc.title:k53if3tn2zmk,pt-PT,,,How to take,Como tomar
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.main.collapsible_text_LqNkfc.content:1yufe210imz6d,pt-PT,,,<p>Take 1 shot 30–60 minutes before bedtime. Some ingredients in this liquid formula may naturally settle at the bottom over time. Shake well before inserting the vial into the ACTYVA™ device. <strong>Use in combination with the ACTYVA biophotonic activator device for optimal benefits. </strong></p>,<p>Tome 1 dose 30 a 60 minutos antes de se deitar. Alguns ingredientes desta fórmula líquida podem depositar-se naturalmente no fundo com o tempo. Agite bem antes de inserir o frasco no dispositivo ACTYVA™. <strong>Utilize em combinação com o dispositivo ativador biofotónico ACTYVA para obter os melhores resultados. </strong></p>
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.main.collapsible_text_yUBkLe.title:2exzpufpw720d,pt-PT,,,Precautions,Precauções
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.main.collapsible_text_yUBkLe.content:297fpbqzioyas,pt-PT,,,"<p>This product is not intended to diagnose, treat, cure, or prevent any disease. Do not exceed the recommended daily intake. Pregnant or breastfeeding women, children under the age of 18, and individuals with known medical conditions should consult a healthcare professional before using this or any dietary supplement. Do not use in case of allergy or hypersensitivity to any of the ingredients. Food supplements should not be used as a substitute for a varied and balanced diet or a healthy lifestyle.</p><p><strong>Warning</strong><br/>Should not be consumed by individuals undergoing antidepressant therapy or suffering from renal insufficiency. Keep out of reach of children. Always keep the lid tightly closed. Do not use if the safety seal is damaged or missing. Store in a cool, dry place away from direct sunlight.</p>","<p>Este produto não se destina a diagnosticar, tratar, curar ou prevenir qualquer doença. Não exceda a dose diária recomendada. Mulheres grávidas ou a amamentar, crianças com menos de 18 anos e indivíduos com condições médicas conhecidas devem consultar um profissional de saúde antes de utilizar este ou qualquer outro suplemento alimentar. Não utilize em caso de alergia ou hipersensibilidade a qualquer um dos ingredientes. Os suplementos alimentares não devem ser utilizados como substituto de uma dieta variada e equilibrada ou de um estilo de vida saudável.</p><p><strong>Aviso</strong> Não<br/>deve ser consumido por indivíduos em terapia antidepressiva ou que sofram de insuficiência renal. Mantenha fora do alcance das crianças. Mantenha sempre a tampa bem fechada. Não utilize se o selo de segurança estiver danificado ou em falta. Armazene num local fresco e seco, longe da luz solar direta.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.main.collapsible_text_BhYErP.title:29hfw5tj5jcet,pt-PT,,,Ingredients,Ingredientes
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.main.collapsible_text_BhYErP.content:lu3izqk6qwnw,pt-PT,,,"<p>HydroIRX (Highly purified water, Phosphatidylcholine (lipid, pharmaceutical grade)), Ferric Pyrophosphate / Ferric Glycinate, Hyaluronic Acid, Potassium Citrate, Potassium Chloride, Sodium Bicarbonate, Colloidal Silicon Dioxide (hydrophilic type), Medium-Chain Triglycerides (C8/C10, pharmaceutical grade), Gamma-Aminobutyric Acid (GABA), L-Tryptophan, Ashwagandha extract (Withania somnifera, 5% withanolides), Magnesium Bisglycinate, Passionflower extract (Passiflora incarnata, 4:1), Valerian extract (Valeriana officinalis, 4:1), Lemon Balm extract (Melissa officinalis, 4:1), L-Theanine, Lavender Oil (Lavandula angustifolia), Griffonia extract (Griffonia simplicifolia, 30% 5-HTP), Natural passion fruit flavour, Zinc Picolinate, Thickener: Xanthan Gum, Preservatives: Potassium Sorbate and Sodium Benzoate, Pyridoxal-5’-Phosphate (Vitamin B6), Sweetener: Steviol Glycosides, Melatonin (sustained release), Passion fruit juice.</p>","<p>HydroIRX (água altamente purificada, fosfatidilcolina (lipídico, grau farmacêutico)), pirofosfato férrico/glicinato férrico, ácido hialurónico, citrato de potássio, cloreto de potássio, Bicarbonato de sódio, Dióxido de silício coloidal (tipo hidrofílico), Triglicerídeos de cadeia média (C8/C10, grau farmacêutico), Ácido gama-aminobutírico (GABA), L-triptofano, Extrato de ashwagandha (Withania somnifera, 5% de withanólidos), Bisglicinato de magnésio, extrato de passiflora (Passiflora incarnata, 4:1), extrato de valeriana (Valeriana officinalis, 4:1), extrato de erva-cidreira (Melissa officinalis, 4:1), L-teanina, óleo de lavanda (Lavandula angustifolia), extrato de griffonia (Griffonia simplicifolia, 30% 5-HTP), aroma natural de maracujá, picolinato de zinco, espessante: goma xantana, conservantes: sorbato de potássio e benzoato de sódio, piridoxal-5&#x27;-fosfato (vitamina B6), adoçante: glicosídeos de esteviol, melatonina (liberação prolongada), sumo de maracujá.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.custom_html_6T3Uxe.html:3k9i3kefwlhl6,pt-PT,,,"<p style=""text-align: center""></p>","<p style=""text-align: center""></p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.rich_text_MneU66.heading_mki6X8.text:d0h171mpldi,pt-PT,,,Key Ingredients,Ingredientes principais
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.rich_text_MneU66.richtext_NY9PnB.content:3vi4vdtamjep8,pt-PT,,,"<p>Activated through HydroIRX™, our proprietary liquid matrix designed to interact with ACTYVA light frequencies for optimized ingredient functionality and delivery, the formula combines the following key metabolic ingredients:</p><p></p><ul><li>Melatonin – helps reduce the time required to fall asleep</li><li>5-HTP + L-Tryptophan – support serotonin balance linked to healthy sleep cycles</li><li>GABA – supports relaxation and mental calm</li><li>Valerian + Passionflower + Lemon Balm + Lavender – traditionally used to promote relaxation and restful sleep</li><li>Magnesium + Vitamin B6 – support normal nervous system function and nighttime recovery</li></ul>","<p>Ativada através do HydroIRX™, a nossa matriz líquida patenteada concebida para interagir com as frequências de luz ACTYVA para otimizar a funcionalidade e a entrega dos ingredientes, a fórmula combina os seguintes ingredientes metabólicos essenciais:</p><p></p><ul><li>Melatonina – ajuda a reduzir o tempo necessário para adormecer</li><li>5-HTP + L-triptofano – apoia o equilíbrio da serotonina, associado a ciclos de sono saudáveis</li><li>GABA – apoia o relaxamento e a calma mental</li><li>Valeriana + Passiflora + Erva-cidreira + Lavanda – tradicionalmente utilizadas para promover o relaxamento e um sono repousante</li><li>Magnésio + vitamina B6 – apoiam o funcionamento normal do sistema nervoso e a recuperação noturna</li></ul>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.media_grid_KgNEFk.image_YVUWTR.title:f76h1y0mo34u,pt-PT,,,Melatonin,Melatonina
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.media_grid_KgNEFk.image_kfji67.title:krn0euwylpiy,pt-PT,,,Passion Flower,Flor da Paixão
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.media_grid_KgNEFk.image_bE4f6X.title:2dx7fta4kvri,pt-PT,,,Passion Fruit flavor,Sabor maracujá
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.media_grid_KgNEFk.image_cFLybK.title:nc5j0llzl47g,pt-PT,,,Valerian,Valeriana
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.multi_column_f7Nd3D.title:1saes1dxsw14j,pt-PT,,,A New Era Of Supplements,Uma nova era de suplementos
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.multi_column_f7Nd3D.item_QXtMxN.content:b7382ppso45p,pt-PT,,,"<p>NEXAI™ is a proprietary intelligence system that merges Artificial Intelligence with Nuno Nina's two decades of real clinical data. It analyzes anonymized data patterns from over 70,000 client profiles to identify the most effective synergies between bioactive compounds.</p>",<p>NEXAI™ é um sistema de inteligência proprietário que combina Inteligência Artificial com duas décadas de dados clínicos reais da Nuno Nina. Ele analisa padrões de dados anónimos de mais de 70.000 perfis de clientes para identificar as sinergias mais eficazes entre compostos bioativos.</p>
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.multi_column_f7Nd3D.item_bM7a4z.content:gl8dag5pr1wc,pt-PT,,,"<p>At the core of CellPowerX SHOTS formulas is HydroIRX, our proprietary liquid matrix, uniquely receptive to structuring. ACTYVA emits precisely calibrated light frequencies that interact directly with this matrix, reorganizing its physicochemical structure</p>","<p>No centro das fórmulas CellPowerX SHOTS está o HydroIRX, a nossa matriz líquida patenteada, excepcionalmente receptiva à estruturação. O ACTYVA emite frequências de luz precisamente calibradas que interagem diretamente com esta matriz, reorganizando a sua estrutura físico-química.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.multi_column_f7Nd3D.item_XKXGX8.content:11jtpdk88dikn,pt-PT,,,"<p>Developed using premium-grade ingredients selected through clinical experience, scientific validation, and functional relevance. Each formula integrates bioavailable nutrients, amino acids, and botanical extracts to support specific physiological processes through balanced synergy.</p>","<p>Desenvolvido com ingredientes de alta qualidade selecionados com base em experiência clínica, validação científica e relevância funcional. Cada fórmula integra nutrientes biodisponíveis, aminoácidos e extratos botânicos para apoiar processos fisiológicos específicos através de uma sinergia equilibrada.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.text_with_icons_h49jkG.item_qPV3Nc.title:2ezcsy3mzvj43,pt-PT,,,cGMP Certification,Certificação cGMP
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.text_with_icons_h49jkG.item_qPV3Nc.content:3egaozh3mx2oa,pt-PT,,,<p>Manufactured in cGMP-certified facilities to ensure consistent quality and safety standards.</p>,<p>Fabricado em instalações certificadas pela cGMP para garantir padrões consistentes de qualidade e segurança.</p>
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.text_with_icons_h49jkG.item_wCcJGG.title:2rnfmc0sm7fav,pt-PT,,,FDA REGISTERED,REGISTADO NA FDA
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.text_with_icons_h49jkG.item_wCcJGG.content:17zw9dhmuuygu,pt-PT,,,"<p>Produced in a facility registered with the U.S. Food and Drug Administration, meeting applicable manufacturing requirements.</p>","<p>Produzido em instalações registadas na Administração de Alimentos e Medicamentos dos EUA, em conformidade com os requisitos de fabrico aplicáveis.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.text_with_icons_h49jkG.item_bDUHmK.title:20zg2ti90lfo7,pt-PT,,,Natural Flavor,Sabor natural
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.text_with_icons_h49jkG.item_bDUHmK.content:fdevdzzivh0e,pt-PT,,,<p>Formulated using carefully selected natural flavors to deliver an authentic taste experience.</p>,<p>Formulado com sabores naturais cuidadosamente selecionados para proporcionar uma experiência de sabor autêntica.</p>
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.title:2m7ndvbd8xo96,pt-PT,,,Frequently Asked Questions,Perguntas frequentes
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_kDAVc4.title:2ose4yu6lbpw,pt-PT,,,What is RESET?,O que é RESET?
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_kDAVc4.content:3gv2rdtdwytst,pt-PT,,,"<p>RESET is a nightly liquid supplement designed to support relaxation, healthy sleep, and the body’s natural overnight repair processes. It helps prepare the mind and body for deep, restorative rest so you wake up feeling refreshed and rebalanced.</p>","<p>RESET é um suplemento líquido noturno concebido para promover o relaxamento, um sono saudável e os processos naturais de reparação do corpo durante a noite. Ele auxilia na preparação da mente e do corpo para um descanso profundo e restaurador, para que possa acordar revigorado e reequilibrado.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_qyxU83.title:2m7kf2hlsicmt,pt-PT,,,Who is RESET for?,A quem se destina o RESET?
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_qyxU83.content:5benauwb4g8s,pt-PT,,,"<p>RESET is intended for adults who want to support sleep quality, relaxation, and nighttime recovery—especially during periods of stress, irregular schedules, or difficulty winding down in the evening.</p>","<p>RESET destina-se a adultos que desejam melhorar a qualidade do sono, o relaxamento e a recuperação noturna, especialmente durante períodos de stress, horários irregulares ou dificuldade em relaxar à noite.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_rBfx7n.title:2basfi1fyoiks,pt-PT,,,How do I take RESET?,Como devo tomar RESET?
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_rBfx7n.content:10iwiabp9v4qt,pt-PT,,,"<p>Take 1 shot per day, 30–60 minutes before bedtime. Shake well before use and activate the vial using the ACTYVA™ device for optimal benefits.</p>","<p>Tome 1 dose por dia, 30 a 60 minutos antes de se deitar. Agite bem antes de usar e ative o frasco com o dispositivo ACTYVA™ para obter os melhores resultados.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_jJmR9G.title:25132318i8mka,pt-PT,,,How quickly does RESET work?,Qual é a velocidade de funcionamento do RESET?
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_jJmR9G.content:24agro5kdqagj,pt-PT,,,"<p>Individual responses vary. Some people experience relaxation shortly after taking RESET, while improvements in sleep patterns may develop with consistent daily use.</p>","<p>As respostas individuais variam. Algumas pessoas sentem relaxamento logo após tomar RESET, enquanto outras podem notar melhorias nos padrões de sono com o uso diário consistente.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_9QCAHz.title:2twy3potv550j,pt-PT,,,Does RESET contain melatonin?,O RESET contém melatonina?
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_9QCAHz.content:3j8e24i46bpt6,pt-PT,,,"<p>Yes. RESET contains melatonin (sustained release), which helps reduce the time it takes to fall asleep and supports the regulation of the sleep–wake cycle.</p>","<p>Sim. RESET contém melatonina (liberação prolongada), que contribui para reduzir o tempo necessário para adormecer e apoia a regulação do ciclo sono-vigília.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_H8BQzP.title:7qc6krdufqj6,pt-PT,,,Will RESET make me feel groggy the next morning?,O RESET fará com que eu me sinta sonolento na manhã seguinte?
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_H8BQzP.content:ar51qpbphmmz,pt-PT,,,"<p>RESET is formulated to support natural sleep processes and relaxation. When taken as directed, it is designed to help you wake up feeling refreshed rather than sedated.</p>","<p>RESET foi formulado para apoiar os processos naturais do sono e o relaxamento. Quando tomado conforme as instruções, foi concebido para ajudá-lo a acordar revigorado, em vez de sedado.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_wiXGcR.title:1wwsfn3fiwgwb,pt-PT,,,Can I take RESET with other supplements?,Posso tomar RESET com outros suplementos?
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_wiXGcR.content:1rso76dqfmy82,pt-PT,,,"<p>RESET can generally be taken alongside other food supplements. If you are taking medications or supplements that affect sleep, mood, or the nervous system, consult a healthcare professional before use.</p>","<p>RESET pode ser tomado em conjunto com outros suplementos alimentares. Caso esteja a tomar medicamentos ou suplementos que afetem o sono, o humor ou o sistema nervoso, consulte um profissional de saúde antes de utilizar.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_wdfGJw.title:2qjlet7edscz8,pt-PT,,,Is RESET safe for daily use?,O RESET é seguro para uso diário?
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_wdfGJw.content:2s7kxi3n4ltkt,pt-PT,,,"<p>RESET is formulated for daily use when taken as directed. Do not exceed the recommended daily intake. If you have a medical condition or concerns about sleep supplements, consult a healthcare professional.</p>","<p>RESET foi formulado para uso diário quando tomado conforme as instruções. Não exceda a dose diária recomendada. Se tiver alguma condição médica ou preocupações sobre suplementos para dormir, consulte um profissional de saúde.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_9KdCnE.title:1o6xqzw9hcdwl,pt-PT,,,Is there any important safety information for RESET SHOTS?,Existem informações de segurança importantes para o RESET SHOTS?
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_9KdCnE.content:2rxyhm05as65o,pt-PT,,,"<p>RESET SHOTS should not be consumed by individuals undergoing antidepressant therapy or by those with renal insufficiency.<br/>Keep out of reach of children.<br/>Once opened, consume immediately.<br/>Do not use if the safety seal is damaged or missing.</p>","<p>RESET SHOTS não deve ser consumido por indivíduos em terapia antidepressiva ou por pessoas com insuficiência renal.<br/>Mantenha fora do alcance das crianças.<br/>Após aberto, consuma imediatamente.<br/>Não utilize se o selo de segurança estiver danificado ou ausente.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_aCPikb.title:2nleggoo5g6ll,pt-PT,,,How should RESET be stored?,Como o RESET deve ser armazenado?
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.faq_dVFQJL.item_aCPikb.content:33b738pzabqxs,pt-PT,,,"<p>Store in a cool, dry place, away from direct sunlight. Keep out of reach of children and do not use if the safety seal is damaged or missing.</p>","<p>Armazene em local fresco e seco, longe da luz solar direta. Mantenha fora do alcance das crianças e não utilize se o selo de segurança estiver danificado ou ausente.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reset.json.related-products.title:2pecadnabmb0a,pt-PT,,,You may also like,Você também pode gostar
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.main.associated_products_gF6AGX.title:azye42uqeau4,pt-PT,,,Unlock the full potential of RESHAPE with the complete Bundle:,Descubra todo o potencial do RESHAPE com o bundle completo:
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.main.collapsible_text_QQbyLM.title:32ekq4ih8dpna,pt-PT,,,Benefits,Benefícios
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.main.collapsible_text_QQbyLM.content:3elzhx0voiwnz,pt-PT,,,"<p><strong>Guarana extract</strong> provides natural caffeine to help increase alertness and support endurance.<br/><br/><strong>L-Carnitine</strong> contributes to normal energy metabolism by supporting the transport of fatty acids into cells, where they can be used for energy production.<br/><br/><strong>Apple Cider Vinegar and Ginger extract</strong> are traditionally used to support digestion and metabolic balance.<br/><br/><strong>Magnesium and Potassium</strong> contribute to normal muscle function and electrolyte balance.<br/><br/><strong>Pyrroloquinoline Quinone (PQQ) and NADH </strong>are key cellular cofactors involved in mitochondrial energy production and cellular vitality.<br/><br/><strong>Collagen Peptides</strong> provide structural amino acids that support connective tissue maintenance and overall metabolic health.</p><p>As this is a natural product, its color and consistency may vary from batch to batch and may look slightly different from the images shown. This variation does not affect the formulation, and its composition remains exactly the same.<br/><br/><strong>Serving Size:</strong>1 shot<strong><br/>Servings per container:</strong>20 shots<br/><strong>Net volume per unit:</strong>20 mL<br/><strong>Best before:</strong>See packaging.</p>","<p><strong>O extrato de guaraná</strong> fornece cafeína natural para ajudar a aumentar o estado de alerta e apoiar a resistência.<br/><br/><strong>A L-carnitina</strong> contribui para o metabolismo energético normal, apoiando o transporte de ácidos gordos para as células, onde podem ser utilizados para a produção de energia. <strong>O vinagre</strong><br/><br/><strong>de maçã e o extrato de gengibre</strong> são tradicionalmente utilizados para apoiar a digestão e o equilíbrio metabólico.<br/><br/><strong>O magnésio e o potássio</strong> contribuem para o funcionamento normal dos músculos e o equilíbrio eletrolítico.<br/><br/><strong>A pirroloquinolina quinona (PQQ) e o NADH </strong>são cofatores celulares essenciais envolvidos na produção de energia mitocondrial e na vitalidade celular. <strong>Os</strong><br/><br/><strong>peptídeos de colagénio</strong> fornecem aminoácidos estruturais que apoiam a manutenção do tecido conjuntivo e a saúde metabólica geral.</p><p>Por se tratar de um produto natural, a sua cor e consistência podem variar de lote para lote e podem parecer ligeiramente diferentes das imagens apresentadas. Esta variação não afeta a formulação, e a sua composição permanece exatamente a mesma.<br/><br/><strong>Dose:</strong> 1 dose<strong><br/>Doses por embalagem:</strong> 20 doses <strong>Volume</strong><br/><strong>líquido por unidade:</strong> 20 mL<br/><strong>Consumir de preferência antes de:</strong> Ver embalagem.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.main.collapsible_text_WMnmcX.title:em1g0pxvcr4e,pt-PT,,,How to take,Como tomar
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.main.collapsible_text_WMnmcX.content:23soj18tif37r,pt-PT,,,"<p>Take 1 shot per day, ideally 5–10 minutes before lunch, or before physical activity. Shake well before use.<strong>Use in combination with the ACTYVA biophotonic activator device for optimal benefits. </strong><br/><br/>For best results, it may be taken alongside ReShape Balance and ReShape Control gummies.</p>","<p>Tome 1 dose por dia, de preferência 5 a 10 minutos antes do almoço ou antes da atividade física. Agite bem antes de usar. <strong>Utilize em combinação com o dispositivo ativador biofotónico ACTYVA para obter os melhores resultados.</strong><br/><br/>Para melhores resultados, pode ser tomado juntamente com as gomas ReShape Balance e ReShape Control.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.main.collapsible_text_XeafTq.title:1e7vagspo6msz,pt-PT,,,Precautions,Precauções
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.main.collapsible_text_XeafTq.content:tnk955yphnsq,pt-PT,,,"<p>This product is not intended to diagnose, treat, cure, or prevent any disease. Do not exceed the recommended daily intake. Pregnant or breastfeeding women, children under the age of 18, and individuals with known medical conditions should consult a healthcare professional before using this or any dietary supplement. Do not use in case of allergy or hypersensitivity to any of the ingredients. Food supplements should not be used as a substitute for a varied and balanced diet or a healthy lifestyle.</p><p><strong>Warning</strong><br/>Contains 50mg of caffeine per shot (20mL). Keep out of reach of children. Always keep the lid tightly closed. Do not use if the safety seal is damaged or missing. Store in a cool, dry place away from direct sunlight.</p>","<p>Este produto não se destina a diagnosticar, tratar, curar ou prevenir qualquer doença. Não exceda a dose diária recomendada. Mulheres grávidas ou a amamentar, crianças menores de 18 anos e indivíduos com condições médicas conhecidas devem consultar um profissional de saúde antes de usar este ou qualquer outro suplemento alimentar. Não use em caso de alergia ou hipersensibilidade a qualquer um dos ingredientes. Os suplementos alimentares não devem ser usados como substitutos de uma dieta variada e equilibrada ou de um estilo de vida saudável.</p><p><strong>Aviso:</strong><br/>Contém 50 mg de cafeína por dose (20 ml). Mantenha fora do alcance das crianças. Mantenha sempre a tampa bem fechada. Não utilize se o selo de segurança estiver danificado ou em falta. Armazene em local fresco e seco, longe da luz solar direta.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.main.collapsible_text_KCGrnK.title:2ycatdvfymb8,pt-PT,,,Ingredients,Ingredientes
